Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      15/17          std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, unsigned long, std::vector<float, std::allocator<float> > const&) [191]
-----------------------------------------------
                0.00    0.00      15/15          Config::parse_config_parameter(char*) [88]
[194]    0.0    0.00    0.00      15         read_score_type_line(char const*, char*, float&) [194]
                0.00    0.00       3/328         std::basic_istringstream<char, std::char_traits<char>, std::allocator<char> >::basic_istringstream(std::string const&, std::_Ios_Openmode) [clone .constprop.370] [146]
-----------------------------------------------
                0.00    0.00       4/15          Config::read_regional_fragment_sets(std::istream&) [385]
                0.00    0.00      11/15          Config::init_regional_fragment_set_defaults(int, int) [clone .constprop.375] [213]
[195]    0.0    0.00    0.00      15         std::vector<RegionalFragments, std::allocator<RegionalFragments> >::~vector() [195]
-----------------------------------------------
                0.00    0.00      15/15          std::vector<AA_combo, std::allocator<AA_combo> >::push_back(AA_combo const&) [141]
[196]    0.0    0.00    0.00      15         std::vector<AA_combo, std::allocator<AA_combo> >::_M_insert_aux(__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >, AA_combo const&) [196]
-----------------------------------------------
                0.00    0.00       4/15          Config::read_regional_fragment_sets(std::istream&) [385]
                0.00    0.00      11/15          Config::init_regional_fragment_set_defaults(int, int) [clone .constprop.375] [213]
[197]    0.0    0.00    0.00      15         std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >::resize(unsigned long, std::vector<RegionalFragments, std::allocator<RegionalFragments> >) [197]
                0.00    0.00       4/4           std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<RegionalFragments, std::allocator<RegionalFragments> >*, std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > > >, unsigned long, std::vector<RegionalFragments, std::allocator<RegionalFragments> > const&) [240]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<RegionalFragments, std::allocator<RegionalFragments> >::_M_fill_insert(__gnu_cxx::__normal_iterator<RegionalFragments*, std::vector<RegionalFragments, std::allocator<RegionalFragments> > >, unsigned long, RegionalFragments const&) [221]
[198]    0.0    0.00    0.00      14         RegionalFragments* std::__uninitialized_copy<false>::__uninit_copy<RegionalFragments*, RegionalFragments*>(RegionalFragments*, RegionalFragments*, RegionalFragments*) [198]
-----------------------------------------------
                0.00    0.00       1/14          Config::init_regional_fragment_set_defaults(int, int) [clone .constprop.375] [213]
                0.00    0.00       1/14          std::vector<std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >, std::allocator<std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >*, std::vector<std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >, std::allocator<std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > > > > >, unsigned long, std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > > const&) [268]
                0.00    0.00      12/14          Config::read_regional_fragment_sets(std::istream&) [385]
[199]    0.0    0.00    0.00      14         std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >::~vector() [199]
-----------------------------------------------
                0.00    0.00       1/14          MsSimilarityModel::readSimilarityModel(Config const*) [372]
                0.00    0.00      13/14          RankBoostModel::read_rankboost_model(std::istream&) [201]
[200]    0.0    0.00    0.00      14         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, unsigned long, std::vector<double, std::allocator<double> > const&) [200]
                0.00    0.00      28/28          std::vector<double, std::allocator<double> >* std::__uninitialized_copy<false>::__uninit_copy<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [185]
-----------------------------------------------
                0.00    0.00      13/13          PMCSQS_Scorer::read_pmc_rank_models(Config const*, char const*) [365]
[201]    0.0    0.00    0.00      13         RankBoostModel::read_rankboost_model(std::istream&) [201]
                0.00    0.00    1224/1224        std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [132]
                0.00    0.00    1211/1289        std::vector<float, std::allocator<float> >::_M_fill_insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned long, float const&) [131]
                0.00    0.00     104/2076        std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [129]
                0.00    0.00      13/16          std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::resize(unsigned long, std::vector<float, std::allocator<float> >) [193]
                0.00    0.00      13/13          void std::__introsort_loop<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long) [204]
                0.00    0.00      13/13          void std::__insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [203]
                0.00    0.00      13/17          std::vector<std::string, std::allocator<std::string> >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, unsigned long, std::string const&) [192]
                0.00    0.00      13/62          std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool) [169]
                0.00    0.00      13/14          std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, unsigned long, std::vector<double, std::allocator<double> > const&) [200]
-----------------------------------------------
                0.00    0.00      13/13          PTM_list::add_PTM(PTM const&) [157]
[202]    0.0    0.00    0.00      13         std::vector<PTM, std::allocator<PTM> >::_M_insert_aux(__gnu_cxx::__normal_iterator<PTM*, std::vector<PTM, std::allocator<PTM> > >, PTM const&) [202]
-----------------------------------------------
                0.00    0.00      13/13          RankBoostModel::read_rankboost_model(std::istream&) [201]
[203]    0.0    0.00    0.00      13         void std::__insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [203]
-----------------------------------------------
                                 123             void std::__introsort_loop<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long) [204]
                0.00    0.00      13/13          RankBoostModel::read_rankboost_model(std::istream&) [201]
[204]    0.0    0.00    0.00      13+123     void std::__introsort_loop<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long) [204]
                                 123             void std::__introsort_loop<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long) [204]
-----------------------------------------------
                0.00    0.00      12/12          MlModel::readModel(std::basic_ifstream<char, std::char_traits<char> >&, char const*) [209]
[205]    0.0    0.00    0.00      12         MlScoreModel::readAndAllocateModel(std::basic_ifstream<char, std::char_traits<char> >&) [205]
                0.00    0.00      12/12          MlScoreModel::createDerivedModelObject(unsigned long) [206]
                0.00    0.00      12/12          MlLogisticModel::readModel(std::basic_ifstream<char, std::char_traits<char> >&) [207]
-----------------------------------------------
                0.00    0.00      12/12          MlScoreModel::readAndAllocateModel(std::basic_ifstream<char, std::char_traits<char> >&) [205]
[206]    0.0    0.00    0.00      12         MlScoreModel::createDerivedModelObject(unsigned long) [206]
-----------------------------------------------
                0.00    0.00      12/12          MlScoreModel::readAndAllocateModel(std::basic_ifstream<char, std::char_traits<char> >&) [205]
[207]    0.0    0.00    0.00      12         MlLogisticModel::readModel(std::basic_ifstream<char, std::char_traits<char> >&) [207]
-----------------------------------------------
                0.00    0.00      12/12          MlModel::readModel(std::basic_ifstream<char, std::char_traits<char> >&, char const*) [209]
[208]    0.0    0.00    0.00      12         MlModel::readFeatureSet(std::string const&) [208]
                0.00    0.00       1/1           MlFeatureSet::readFeatureFile(char const*, bool) [362]
                0.00    0.00       1/1           std::_Rb_tree<std::string, std::pair<std::string const, MlFeatureSet*>, std::_Select1st<std::pair<std::string const, MlFeatureSet*> >, std::less<std::string>, std::allocator<std::pair<std::string const, MlFeatureSet*> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, MlFeatureSet*> >, std::pair<std::string const, MlFeatureSet*> const&) [415]
-----------------------------------------------
                0.00    0.00      12/12          PMCSQS_Scorer::readSqsModels(Config const*, char const*) [364]
[209]    0.0    0.00    0.00      12         MlModel::readModel(std::basic_ifstream<char, std::char_traits<char> >&, char const*) [209]
                0.00    0.00      12/12          MlModel::readFeatureSet(std::string const&) [208]
                0.00    0.00      12/12          MlScoreModel::readAndAllocateModel(std::basic_ifstream<char, std::char_traits<char> >&) [205]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<FragmentType, std::allocator<FragmentType> >::_M_insert_aux(__gnu_cxx::__normal_iterator<FragmentType*, std::vector<FragmentType, std::allocator<FragmentType> > >, FragmentType const&) [224]
[210]    0.0    0.00    0.00      12         FragmentType* std::__uninitialized_copy<false>::__uninit_copy<FragmentType*, FragmentType*>(FragmentType*, FragmentType*, FragmentType*) [210]
-----------------------------------------------
                0.00    0.00      12/12          DatFileManager::splitIntoBatches() [367]
[211]    0.0    0.00    0.00      12         std::vector<DatBatch, std::allocator<DatBatch> >::_M_insert_aux(__gnu_cxx::__normal_iterator<DatBatch*, std::vector<DatBatch, std::allocator<DatBatch> > >, DatBatch const&) [211]
-----------------------------------------------
                0.00    0.00      12/12          PMCSQS_Scorer::readSqsModels(Config const*, char const*) [364]
[212]    0.0    0.00    0.00      12         std::vector<MlModel*, std::allocator<MlModel*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<MlModel**, std::vector<MlModel*, std::allocator<MlModel*> > >, unsigned long, MlModel* const&) [212]
-----------------------------------------------
                0.00    0.00      11/11          Config::init_with_defaults() [90]
[213]    0.0    0.00    0.00      11         Config::init_regional_fragment_set_defaults(int, int) [clone .constprop.375] [213]
                0.00    0.00      11/15          std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >::resize(unsigned long, std::vector<RegionalFragments, std::allocator<RegionalFragments> >) [197]
                0.00    0.00      11/15          std::vector<RegionalFragments, std::allocator<RegionalFragments> >::~vector() [195]
                0.00    0.00       1/14          std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >::~vector() [199]
                0.00    0.00       1/2           std::vector<std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >, std::allocator<std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > > > >::resize(unsigned long, std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >) [269]
-----------------------------------------------
                0.00    0.00       5/10          DatFileWriter::convertDataToDatFirstPass(MsParameterStruct const*) [1]
                0.00    0.00       5/10          SpectraAggregator::initializeFromListOfPaths(std::vector<std::string, std::allocator<std::string> > const&, Config const*, int, int, bool) [13]
[214]    0.0    0.00    0.00      10         SpectraFile::~SpectraFile() [214]
-----------------------------------------------
                0.00    0.00      10/10          MsClusterDataStorage::addNewSpectra(float, unsigned int*) [5]
[215]    0.0    0.00    0.00      10         MyVectorAllocator<unsigned int>::allocateMoreArrays(unsigned long) [215]
                0.00    0.00       5/5           std::vector<unsigned int*, std::allocator<unsigned int*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<unsigned int**, std::vector<unsigned int*, std::allocator<unsigned int*> > >, unsigned int* const&) [234]
-----------------------------------------------
                0.00    0.00      10/10          Cluster::selectDistancePeaksAndTopIdxs() [21]
[216]    0.0    0.00    0.00      10         std::vector<IndexIntensityPair, std::allocator<IndexIntensityPair> >::_M_insert_aux(__gnu_cxx::__normal_iterator<IndexIntensityPair*, std::vector<IndexIntensityPair, std::allocator<IndexIntensityPair> > >, IndexIntensityPair const&) [216]
-----------------------------------------------
                0.00    0.00       9/9           PeptideCompAssigner::read_and_init_from_tables(Config*, char const*) [375]
[217]    0.0    0.00    0.00       9         PeptideCompAssigner::read_table_to_vector(char*, int, std::vector<int, std::allocator<int> >&) [217]
                0.00    0.00       9/46          std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [175]
-----------------------------------------------
                0.00    0.00       9/9           MlFeatureSet::readFeatureFile(std::basic_ifstream<char, std::char_traits<char> >&) [363]
[218]    0.0    0.00    0.00       9         std::_Rb_tree<std::string, std::pair<std::string const, unsigned long>, std::_Select1st<std::pair<std::string const, unsigned long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, unsigned long> >, std::pair<std::string const, unsigned long> const&) [218]
                0.00    0.00       1/1           std::_Rb_tree<std::string, std::pair<std::string const, unsigned long>, std::_Select1st<std::pair<std::string const, unsigned long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long> > >::_M_get_insert_unique_pos(std::string const&) [419]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<RegionalFragments, std::allocator<RegionalFragments> >*, std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > > >, unsigned long, std::vector<RegionalFragments, std::allocator<RegionalFragments> > const&) [240]
[219]    0.0    0.00    0.00       8         std::vector<RegionalFragments, std::allocator<RegionalFragments> >* std::__uninitialized_copy<false>::__uninit_copy<std::vector<RegionalFragments, std::allocator<RegionalFragments> >*, std::vector<RegionalFragments, std::allocator<RegionalFragments> >*>(std::vector<RegionalFragments, std::allocator<RegionalFragments> >*, std::vector<RegionalFragments, std::allocator<RegionalFragments> >*, std::vector<RegionalFragments, std::allocator<RegionalFragments> >*) [219]
-----------------------------------------------
                0.00    0.00       7/7           Config::read_regional_fragment_sets(std::istream&) [385]
[220]    0.0    0.00    0.00       7         RegionalFragments::~RegionalFragments() [220]
-----------------------------------------------
                0.00    0.00       7/7           Config::read_regional_fragment_sets(std::istream&) [385]
[221]    0.0    0.00    0.00       7         std::vector<RegionalFragments, std::allocator<RegionalFragments> >::_M_fill_insert(__gnu_cxx::__normal_iterator<RegionalFragments*, std::vector<RegionalFragments, std::allocator<RegionalFragments> > >, unsigned long, RegionalFragments const&) [221]
                0.00    0.00      21/21          RegionalFragments::RegionalFragments(RegionalFragments const&) [189]
                0.00    0.00      14/14          RegionalFragments* std::__uninitialized_copy<false>::__uninit_copy<RegionalFragments*, RegionalFragments*>(RegionalFragments*, RegionalFragments*, RegionalFragments*) [198]
-----------------------------------------------
                0.00    0.00       7/7           splitDatListIntoSameMzGroups(std::vector<std::string, std::allocator<std::string> > const&, std::vector<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > >&) [361]
[222]    0.0    0.00    0.00       7         std::vector<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<std::string, std::allocator<std::string> >*, std::vector<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > > >, std::vector<std::string, std::allocator<std::string> > const&) [222]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<std::vector<MlModel*, std::allocator<MlModel*> >, std::allocator<std::vector<MlModel*, std::allocator<MlModel*> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<MlModel*, std::allocator<MlModel*> >*, std::vector<std::vector<MlModel*, std::allocator<MlModel*> >, std::allocator<std::vector<MlModel*, std::allocator<MlModel*> > > > >, unsigned long, std::vector<MlModel*, std::allocator<MlModel*> > const&) [247]
[223]    0.0    0.00    0.00       6         std::vector<MlModel*, std::allocator<MlModel*> >* std::__uninitialized_copy<false>::__uninit_copy<std::vector<MlModel*, std::allocator<MlModel*> >*, std::vector<MlModel*, std::allocator<MlModel*> >*>(std::vector<MlModel*, std::allocator<MlModel*> >*, std::vector<MlModel*, std::allocator<MlModel*> >*, std::vector<MlModel*, std::allocator<MlModel*> >*) [223]
-----------------------------------------------
                0.00    0.00       6/6           Config::read_fragments(std::istream&) [89]
[224]    0.0    0.00    0.00       6         std::vector<FragmentType, std::allocator<FragmentType> >::_M_insert_aux(__gnu_cxx::__normal_iterator<FragmentType*, std::vector<FragmentType, std::allocator<FragmentType> > >, FragmentType const&) [224]
                0.00    0.00      12/12          FragmentType* std::__uninitialized_copy<false>::__uninit_copy<FragmentType*, FragmentType*>(FragmentType*, FragmentType*, FragmentType*) [210]
-----------------------------------------------
                0.00    0.00       6/6           Cluster::selectDistancePeaksAndTopIdxs() [21]
[225]    0.0    0.00    0.00       6         std::vector<MassTolerancePair, std::allocator<MassTolerancePair> >::_M_insert_aux(__gnu_cxx::__normal_iterator<MassTolerancePair*, std::vector<MassTolerancePair, std::allocator<MassTolerancePair> > >, MassTolerancePair const&) [225]
-----------------------------------------------
                0.00    0.00       1/5           DatFileWriter::convertDataToDatFirstPass(MsParameterStruct const*) [1]
                0.00    0.00       4/5           ClusterOutputter::closeAll() [257]
[226]    0.0    0.00    0.00       5         writeListOfPaths(char const*, std::vector<std::string, std::allocator<std::string> > const&) [226]
-----------------------------------------------
                0.00    0.00       5/5           SpectraFile::scanFile(char const*, int, int, Config const*, bool, bool) [12]
[227]    0.0    0.00    0.00       5         getFileExtensionType(char const*) [227]
-----------------------------------------------
                0.00    0.00       5/5           DatFileWriter::convertDataToDatFirstPass(MsParameterStruct const*) [1]
[228]    0.0    0.00    0.00       5         SpectraList::removeExcludedScans(ScanListManager const&) [228]
                0.00    0.00      90/90          std::vector<SpectrumLocationPair, std::allocator<SpectrumLocationPair> >::_M_insert_aux(__gnu_cxx::__normal_iterator<SpectrumLocationPair*, std::vector<SpectrumLocationPair, std::allocator<SpectrumLocationPair> > >, SpectrumLocationPair const&) [162]
                0.00    0.00       5/5           std::vector<SpectrumLocationPair, std::allocator<SpectrumLocationPair> >::operator=(std::vector<SpectrumLocationPair, std::allocator<SpectrumLocationPair> > const&) [233]
-----------------------------------------------
                0.00    0.00       5/5           DatFileWriter::convertDataToDatFirstPass(MsParameterStruct const*) [1]
[229]    0.0    0.00    0.00       5         SpectraList::selectAllAggregatorHeaders() [229]
-----------------------------------------------
                0.00    0.00       5/5           Config::read_PTM_file(char*) [378]
[230]    0.0    0.00    0.00       5         ConversionTables::add_optional_PTM_terminal_aa(float, int, std::string const&) [230]
                0.00    0.00       2/2076        std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [129]
                0.00    0.00       1/639         std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [138]
                0.00    0.00       1/406         std::vector<float, std::allocator<float> >::_M_insert_aux(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [143]
-----------------------------------------------
                0.00    0.00       5/5           SpectraAggregator::initializeFromListOfPaths(std::vector<std::string, std::allocator<std::string> > const&, Config const*, int, int, bool) [13]
[231]    0.0    0.00    0.00       5         std::vector<SpectraFile, std::allocator<SpectraFile> >::_M_fill_insert(__gnu_cxx::__normal_iterator<SpectraFile*, std::vector<SpectraFile, std::allocator<SpectraFile> > >, unsigned long, SpectraFile const&) [231]
-----------------------------------------------
                0.00    0.00       5/5           AllScoreModels::setTrainingStageNames() [366]
[232]    0.0    0.00    0.00       5         std::vector<TrainingStage, std::allocator<TrainingStage> >::_M_insert_aux(__gnu_cxx::__normal_iterator<TrainingStage*, std::vector<TrainingStage, std::allocator<TrainingStage> > >, TrainingStage const&) [232]
-----------------------------------------------
                0.00    0.00       5/5           SpectraList::removeExcludedScans(ScanListManager const&) [228]
[233]    0.0    0.00    0.00       5         std::vector<SpectrumLocationPair, std::allocator<SpectrumLocationPair> >::operator=(std::vector<SpectrumLocationPair, std::allocator<SpectrumLocationPair> > const&) [233]
-----------------------------------------------
                0.00    0.00       5/5           MyVectorAllocator<unsigned int>::allocateMoreArrays(unsigned long) [215]
[234]    0.0    0.00    0.00       5         std::vector<unsigned int*, std::allocator<unsigned int*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<unsigned int**, std::vector<unsigned int*, std::allocator<unsigned int*> > >, unsigned int* const&) [234]
-----------------------------------------------
                0.00    0.00       5/5           Config::parse_config_parameter(char*) [88]
[235]    0.0    0.00    0.00       5         std::vector<float, std::allocator<float> >::resize(unsigned long, float) [235]
-----------------------------------------------
                0.00    0.00       1/4           DatFileWriter::convertDataToDatSecondPass(std::string const&, std::string const&, std::string const&, float, int) [64]
                0.00    0.00       1/4           DatFileWriter::convertDataToDatFirstPass(MsParameterStruct const*) [1]
                0.00    0.00       1/4           DatFileManager::init(std::string const&, Config const*) [368]
                0.00    0.00       1/4           removeFilesInList(char const*) [471]
[236]    0.0    0.00    0.00       4         readListOfPaths(char const*, std::vector<std::string, std::allocator<std::string> >&, bool) [236]
                0.00    0.00      28/639         std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [138]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> >*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, unsigned long, std::vector<bool, std::allocator<bool> > const&) [270]
[237]    0.0    0.00    0.00       4         std::vector<bool, std::allocator<bool> >* std::__uninitialized_copy<false>::__uninit_copy<std::vector<bool, std::allocator<bool> >*, std::vector<bool, std::allocator<bool> >*>(std::vector<bool, std::allocator<bool> >*, std::vector<bool, std::allocator<bool> >*, std::vector<bool, std::allocator<bool> >*) [237]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<RegionalFragments, std::allocator<RegionalFragments> >*, std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > > >, unsigned long, std::vector<RegionalFragments, std::allocator<RegionalFragments> > const&) [240]
[238]    0.0    0.00    0.00       4         void std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<RegionalFragments, std::allocator<RegionalFragments> >*, unsigned long, std::vector<RegionalFragments, std::allocator<RegionalFragments> > >(std::vector<RegionalFragments, std::allocator<RegionalFragments> >*, unsigned long, std::vector<RegionalFragments, std::allocator<RegionalFragments> > const&) [238]
-----------------------------------------------
                0.00    0.00       1/4           MsClusterDataStorage::initialize(MsParameterStruct*, Config const*, MsSimilarityModel const*) [79]
                0.00    0.00       3/4           MsClusterDataStorage::addNewSpectra(float, unsigned int*) [5]
[239]    0.0    0.00    0.00       4         std::vector<AllocatedVector<unsigned int>*, std::allocator<AllocatedVector<unsigned int>*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<AllocatedVector<unsigned int>**, std::vector<AllocatedVector<unsigned int>*, std::allocator<AllocatedVector<unsigned int>*> > >, unsigned long, AllocatedVector<unsigned int>* const&) [239]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >::resize(unsigned long, std::vector<RegionalFragments, std::allocator<RegionalFragments> >) [197]
[240]    0.0    0.00    0.00       4         std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<RegionalFragments, std::allocator<RegionalFragments> >*, std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > > >, unsigned long, std::vector<RegionalFragments, std::allocator<RegionalFragments> > const&) [240]
                0.00    0.00       8/8           std::vector<RegionalFragments, std::allocator<RegionalFragments> >* std::__uninitialized_copy<false>::__uninit_copy<std::vector<RegionalFragments, std::allocator<RegionalFragments> >*, std::vector<RegionalFragments, std::allocator<RegionalFragments> >*>(std::vector<RegionalFragments, std::allocator<RegionalFragments> >*, std::vector<RegionalFragments, std::allocator<RegionalFragments> >*, std::vector<RegionalFragments, std::allocator<RegionalFragments> >*) [219]
                0.00    0.00       4/4           void std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<RegionalFragments, std::allocator<RegionalFragments> >*, unsigned long, std::vector<RegionalFragments, std::allocator<RegionalFragments> > >(std::vector<RegionalFragments, std::allocator<RegionalFragments> >*, unsigned long, std::vector<RegionalFragments, std::allocator<RegionalFragments> > const&) [238]
